id2,year,part,kd2,kd5,kd17,tempinc,part1
40,85,1,0,0,0,-1.65002202987671,1
41,79,0,0,1,1,-17.0348796844482,NA
41,80,0,0,0,2,8.36335372924805,0
41,81,0,0,0,2,7.01355409622192,0
41,82,0,0,0,2,-19.0156898498535,0
41,83,0,0,0,2,9.08208084106445,0
41,84,0,0,0,2,-6.68089723587036,0
41,85,0,0,0,1,18.2724704742432,0
42,79,0,1,1,1,16.9788799285889,NA
42,80,0,1,0,2,-0.928129196166992,0
42,81,1,1,0,2,7.31110620498657,0
42,82,1,0,1,2,4.85497903823853,1
42,83,1,0,1,2,-20.8881797790527,1
42,84,0,0,0,3,-9.13244819641113,1
42,85,0,0,0,3,1.80379700660706,0
43,79,1,0,0,2,6.13747215270996,NA
43,80,1,0,0,1,2.04310202598572,1
43,81,1,0,0,1,0.350254088640213,1
43,82,1,0,0,1,-8.53492832183838,1
43,83,0,0,0,0,-4.46391820907593,1
43,84,0,0,0,0,4.33145093917847,0
43,85,0,0,0,0,0.136566206812859,0
44,79,1,1,0,0,0.326246291399002,NA
44,80,1,1,0,0,-2.78751802444458,1
44,81,1,0,1,0,-5.52995204925537,1
44,82,1,0,1,0,1.83115005493164,1
44,83,1,0,1,0,2.33933091163635,1
44,84,1,0,0,1,1.847452044487,1
44,85,1,0,0,1,1.9732860326767,1
45,79,1,0,1,2,0.170104995369911,NA
45,80,1,0,1,2,0.290594100952148,1
45,81,0,0,1,2,-6.05675506591797,1
45,82,0,0,0,3,1.82465004920959,0
45,83,1,0,0,3,0.071405403316021,0
45,84,1,0,0,3,1.18954503536224,1
45,85,1,0,0,3,2.51045608520508,1
46,79,0,0,0,0,0.407795011997223,NA
46,80,0,0,0,0,1.41580998897552,0
46,81,0,0,0,0,-4.11687517166138,0
46,82,0,0,0,0,-1.76105105876923,0
46,83,0,0,0,0,0.670177519321442,0
46,84,0,0,0,0,-1.10405695438385,0
46,85,0,0,0,0,4.48819017410278,0
47,79,0,0,0,0,-16.0124492645264,NA
47,80,1,0,0,0,-13.5105400085449,0
47,81,0,0,0,0,-4.80363082885742,1
47,82,0,0,0,0,-1.15377402305603,0
47,83,0,0,0,0,13.3797397613525,0
47,84,0,0,0,0,8.24489212036133,0
47,85,0,0,0,0,13.855770111084,0
48,79,1,0,1,1,-1.93478798866272,NA
48,80,1,0,1,1,-1.61331903934479,1
48,81,1,0,1,1,-1.18397295475006,1
48,82,1,1,0,2,1.24585497379303,1
48,83,1,1,0,2,1.44491398334503,1
48,84,1,2,0,2,0.834678590297699,1
48,85,1,1,1,2,1.20662701129913,1
49,79,1,0,0,3,14.6560401916504,NA
49,80,1,0,0,1,16.2018299102783,1
49,81,1,0,0,1,-4.90213823318481,1
49,82,1,0,0,1,-5.15553712844849,1
49,83,1,0,0,1,-7.4915919303894,1
49,84,1,0,0,1,-6.69179916381836,1
49,85,1,0,0,1,-6.6168098449707,1
50,79,1,1,1,2,-0.195217102766037,NA
50,80,1,1,1,2,3.56366491317749,1
50,81,1,0,1,3,8.2508602142334,1
50,82,1,0,1,3,10.2045297622681,1
50,83,1,0,1,3,-10.2055797576904,1
50,84,0,0,1,3,-11.7358798980713,1
50,85,1,0,0,4,0.117620497941971,0
51,79,1,0,0,3,-0.950470924377441,NA
51,80,1,0,0,3,1.95622003078461,1
51,81,1,0,0,2,-0.0822829976677895,1
51,82,1,0,0,2,0.562798500061035,1
51,83,1,0,0,2,-2.05981397628784,1
51,84,1,0,0,2,0.688830375671387,1
51,85,1,0,0,2,-0.115282997488976,1
52,79,0,1,0,0,0.768376410007477,NA
52,80,1,1,0,0,-0.834670126438141,0
52,81,1,1,0,0,2.34607696533203,1
52,82,1,0,1,0,-0.846888482570648,1
52,83,1,0,1,0,-1.65053296089172,1
52,84,1,0,1,0,-1.32809197902679,1
52,85,1,1,1,0,1.54573202133179,1
53,79,1,0,0,0,-4.43667793273926,NA
53,80,1,0,0,0,-9.81375789642334,1
53,81,1,0,0,0,0.541780471801758,1
53,82,0,0,0,0,4.19497680664062,1
53,83,1,0,0,0,6.81862783432007,0
53,84,1,0,0,0,1.52851295471191,1
53,85,1,0,0,0,1.16653597354889,1
54,79,1,0,0,0,4.35406112670898,NA
54,80,1,0,0,0,-9.102783203125,1
54,81,1,0,0,0,4.31054306030273,1
54,82,1,0,0,0,-5.31498718261719,1
54,83,1,0,0,0,-2.52662706375122,1
54,84,1,0,0,0,8.52527236938477,1
54,85,0,0,0,0,-0.245471999049187,1
55,79,0,0,0,1,-0.990217208862305,NA
55,80,0,0,0,1,-0.704073011875153,0
55,81,0,0,0,1,-1.17436003684998,0
55,82,0,0,0,1,-1.43597197532654,0
55,83,0,0,0,1,0.478176087141037,0
55,84,0,0,0,1,1.83457899093628,0
55,85,0,0,0,0,1.99187099933624,0
56,79,0,0,0,0,30.4058704376221,NA
56,80,0,0,0,0,7.32040405273438,0
56,81,0,0,0,0,21.1096897125244,0
56,82,0,0,0,0,15.5509195327759,0
56,83,0,0,0,0,-32.2540092468262,0
56,84,0,0,0,0,-17.4119491577148,0
56,85,0,0,0,0,-24.7209091186523,0
57,79,0,1,0,1,-0.028278399258852,NA
57,80,0,1,0,1,-3.27346801757812,0
57,81,1,0,1,1,-4.05135011672974,0
57,82,0,0,1,1,-4.83614015579224,1
57,83,1,0,1,1,-23.9902400970459,0
57,84,1,0,0,2,-19.9843406677246,1
57,85,1,0,0,2,56.1638298034668,1
58,79,0,0,0,2,-0.0696602016687393,NA
58,80,0,0,0,2,-2.39098405838013,0
58,81,0,0,0,1,-6.68660402297974,0
58,82,1,0,0,1,-9.04313659667969,0
58,83,1,0,0,1,1.13189697265625,1
58,84,1,0,0,1,-5.34943008422852,1
58,85,0,0,0,1,22.4079303741455,1
59,79,1,0,0,0,-19.9002304077148,NA
59,80,1,0,0,0,-15.7996301651001,1
59,81,1,0,0,0,-10.6863298416138,1
59,82,0,0,0,0,9.70078659057617,1
59,83,0,0,0,0,7.09743118286133,0
59,84,0,0,0,0,8.79586410522461,0
59,85,0,0,0,0,20.7921199798584,0
60,79,1,0,0,0,-5.15338182449341,NA
60,80,1,0,0,0,-3.75511598587036,1
60,81,1,0,0,0,-0.239458993077278,1
60,82,1,0,0,0,2.33956909179688,1
60,83,1,0,0,0,1.79001605510712,1
60,84,1,0,0,0,3.37053108215332,1
60,85,0,0,0,0,1.64784204959869,1
61,79,1,0,0,2,-5.16718292236328,NA
61,80,1,0,0,2,-5.68739318847656,1
61,81,1,0,0,2,-3.97648191452026,1
61,82,1,0,0,0,0.657470703125,1
61,83,1,0,0,0,-6.45582580566406,1
61,84,1,0,0,0,9.51558685302734,1
61,85,1,0,0,0,11.1138200759888,1
62,79,1,1,0,1,-4.45019102096558,NA
62,80,1,0,1,1,-2.56261992454529,1
62,81,1,0,1,1,-5.92551612854004,1
62,82,1,0,1,1,-3.62442588806152,1
62,83,1,0,0,2,-4.87458181381226,1
62,84,1,0,0,2,16.7231197357178,1
62,85,1,0,0,2,4.71421194076538,1
63,79,1,0,0,2,-1.36993396282196,NA
63,80,1,0,0,2,-0.794902801513672,1
63,81,1,0,0,2,1.67209196090698,1
63,82,1,0,0,2,0.866840422153473,1
63,83,1,0,0,1,4.8846697807312,1
63,84,1,0,0,1,10.5658798217773,1
63,85,1,0,0,1,-15.824649810791,1
64,79,1,0,0,1,-2.22367691993713,NA
64,80,1,0,0,1,-2.97937798500061,1
64,81,1,0,0,0,-7.28161382675171,1
64,82,1,0,0,0,0.471794098615646,1
64,83,1,0,0,0,0.078855499625206,1
64,84,1,0,0,0,4.47837400436401,1
64,85,1,0,0,0,7.45563888549805,1
65,79,1,0,0,1,-1.13674199581146,NA
65,80,1,0,0,1,0.65563577413559,1
65,81,1,0,0,1,-2.84288811683655,1
65,82,1,0,0,1,-0.541797578334808,1
65,83,1,0,0,1,-0.102310203015804,1
65,84,1,0,0,1,1.29144501686096,1
65,85,1,0,0,1,2.67665100097656,1
66,79,1,0,0,3,4.41309881210327,NA
66,80,1,0,0,3,1.51672804355621,1
66,81,1,0,0,2,-1.16960597038269,1
66,82,1,0,0,2,1.12106204032898,1
66,83,1,0,0,1,-1.55314600467682,1
66,84,1,0,0,1,-0.122602000832558,1
66,85,1,0,0,1,-4.20553493499756,1
67,79,1,0,0,0,-0.618158280849457,NA
67,80,1,0,0,0,-5.88626289367676,1
67,81,1,0,0,0,8.5949535369873,1
67,82,1,0,0,0,6.85783815383911,1
67,83,1,0,0,0,0.367015808820724,1
67,84,1,0,0,0,-13.4489498138428,1
67,85,0,0,0,0,4.13356781005859,1
68,79,1,1,0,1,-5.23615980148315,NA
68,80,1,2,0,1,17.4298992156982,1
68,81,0,2,0,1,-3.10001611709595,1
68,82,0,1,1,1,-5.85893821716309,0
68,83,0,0,2,1,6.90257501602173,0
68,84,1,0,2,1,-7.14009714126587,0
68,85,1,0,1,2,-2.99726891517639,1
69,79,0,0,0,1,3.20861411094666,NA
69,80,0,0,0,1,-3.90021109580994,0
69,81,0,0,0,1,-8.20393371582031,0
69,82,0,0,0,0,-17.3920993804932,0
69,83,0,0,0,0,-5.89440202713013,0
69,84,0,0,0,0,15.5941696166992,0
69,85,0,0,0,0,16.5878505706787,0
70,79,0,0,0,2,-3.63806891441345,NA
70,80,1,0,0,2,0.848789215087891,0
70,81,0,0,0,1,7.41449689865112,1
70,82,1,0,0,1,1.56969499588013,0
70,83,0,0,0,0,-0.621494293212891,1
70,84,1,0,0,0,-5.00929594039917,0
70,85,1,0,0,0,-0.56411737203598,1
71,79,1,0,0,0,-4.1123628616333,NA
71,80,1,2,0,0,-2.69859099388123,1
71,81,1,0,0,0,-1.10918998718262,1
71,82,1,0,0,0,-1.5941070318222,1
71,83,1,0,0,0,-1.29809701442719,1
71,84,1,0,0,0,-6.34385108947754,1
71,85,1,0,0,0,17.1562004089355,1
72,79,0,0,0,2,-2.74897003173828,NA
72,80,0,0,0,2,-2.58138298988342,0
72,81,0,0,0,1,-0.306644409894943,0
72,82,0,0,0,1,0.277792006731033,0
72,83,0,0,0,1,-6.28172492980957,0
72,84,0,0,0,0,3.78729200363159,0
72,85,0,0,0,0,7.85363388061523,0
73,79,1,0,0,0,35.4451789855957,NA
73,80,1,0,0,0,17.1914100646973,1
73,81,1,0,0,0,4.5900731086731,1
73,82,1,0,0,0,-2.35831499099731,1
73,83,1,0,0,0,-5.79186201095581,1
73,84,1,0,0,0,-9.527099609375,1
73,85,1,0,0,0,-39.5493698120117,1
74,79,1,0,1,1,-3.16395401954651,NA
74,80,1,0,1,1,-4.57442998886108,1
74,81,1,0,0,2,8.41552734375,1
74,82,1,0,0,2,-1.51364696025848,1
74,83,1,0,0,2,-0.0335998982191086,1
74,84,1,0,0,2,1.15427601337433,1
74,85,1,0,0,2,-0.284172087907791,1
75,79,1,0,0,1,-3.39886999130249,NA
75,80,1,0,0,0,-2.16196298599243,1
75,81,1,0,0,0,-1.26272594928741,1
75,82,1,0,0,0,-0.295556992292404,1
75,83,1,0,0,0,2.152508020401,1
75,84,1,0,0,0,1.28828597068787,1
75,85,0,0,0,0,3.67832589149475,1
76,79,1,0,0,0,-2.71253609657288,NA
76,80,0,1,0,0,0.342105895280838,1
76,81,0,2,0,0,-1.33986496925354,0
76,82,0,2,0,0,0.717218399047852,0
76,83,0,1,1,0,0.993244171142578,0
76,84,0,0,2,0,1.3726270198822,0
76,85,0,0,2,0,0.627199172973633,0
77,79,1,0,0,0,5.46071195602417,NA
77,80,1,0,0,0,3.80763792991638,1
77,81,1,0,0,0,-1.62812101840973,1
77,82,1,0,0,0,-4.44089794158936,1
77,83,1,0,0,0,0.401353806257248,1
77,84,1,0,0,0,-2.59769797325134,1
77,85,1,0,0,0,-1.00298702716827,1
78,79,0,0,0,1,4.77173614501953,NA
78,80,0,0,0,1,-2.93417692184448,0
78,81,0,0,0,0,-0.341163605451584,0
78,82,0,0,0,0,-3.39848709106445,0
78,83,0,0,0,0,0.722385406494141,0
78,84,0,0,0,0,-2.1969530582428,0
78,85,0,0,0,0,3.37665605545044,0
79,79,0,0,2,1,-2.62391710281372,NA
79,80,1,0,1,2,-1.96876704692841,0
79,81,0,0,1,2,-0.0229625999927521,1
79,82,1,0,0,3,-1.80747997760773,0
79,83,1,0,0,3,-0.306121796369553,1
79,84,1,0,0,3,2.78022003173828,1
79,85,1,0,0,3,3.94902205467224,1
80,79,1,0,0,0,-3.12858200073242,NA
80,80,1,0,0,0,-4.03816604614258,1
80,81,1,0,0,0,-1.76342797279358,1
80,82,1,1,0,0,-0.018215199932456,1
80,83,1,1,0,0,0.146495804190636,1
80,84,1,1,1,0,4.50866317749023,1
80,85,1,1,1,0,4.29324007034302,1
81,79,0,1,0,0,-9.03429412841797,NA
81,80,1,1,0,0,-4.66326284408569,0
81,81,1,0,1,0,-18.9701499938965,1
81,82,0,1,1,0,3.17075490951538,1
81,83,1,1,1,0,7.22215986251831,0
81,84,1,1,1,0,9.55558204650879,1
81,85,0,1,1,1,12.7192096710205,1
82,79,1,0,0,1,8.64035701751709,NA
82,80,1,0,0,1,-3.4056670665741,1
82,81,1,0,0,1,-0.80015367269516,1
82,82,0,0,0,0,2.12879204750061,1
82,83,1,0,0,0,-3.31920504570007,0
82,84,1,0,0,0,1.68389296531677,1
82,85,1,0,0,0,-4.92801713943481,1
83,79,1,0,0,1,1.03522300720215,NA
83,80,1,0,0,1,-1.37100994586945,1
83,81,0,0,0,0,-2.18582201004028,1
83,82,0,0,0,0,-1.64959704875946,0
83,83,0,0,0,0,-0.823392927646637,0
83,84,1,0,0,0,0.738447189331055,0
83,85,0,0,0,1,4.25614881515503,1
84,79,1,0,0,1,-1.19847095012665,NA
84,80,1,0,0,1,-2.70034909248352,1
84,81,1,0,0,0,-1.61338603496552,1
84,82,1,0,0,0,-0.304262191057205,1
84,83,1,0,0,0,0.539115905761719,1
84,84,1,0,0,0,2.88198494911194,1
84,85,1,1,0,0,2.39537191390991,1
85,79,1,0,0,0,-7.12359809875488,NA
85,80,1,0,0,1,-5.46885299682617,1
85,81,1,0,0,1,-0.548236787319183,1
85,82,1,1,0,2,-1.76421701908112,1
85,83,1,0,1,2,-2.36529207229614,1
85,84,1,0,1,2,7.28370904922485,1
85,85,1,0,1,2,9.98648452758789,1
86,79,1,0,0,0,0.582361221313477,NA
86,80,1,1,0,0,-1.97319197654724,1
86,81,1,1,0,0,-5.73533916473389,1
86,82,1,1,0,0,1.09370005130768,1
86,83,1,0,1,0,-0.122108496725559,1
86,84,1,0,1,0,0.820487976074219,1
86,85,1,1,1,0,5.33408689498901,1
87,79,1,0,0,0,-4.12377691268921,NA
87,80,1,0,0,0,-4.87947797775269,1
87,81,1,1,0,0,-3.46592307090759,1
87,82,1,1,0,0,-3.64539003372192,1
87,83,1,2,0,0,2.68447089195251,1
87,84,1,1,1,0,3.66735100746155,1
87,85,1,1,1,0,9.76276016235352,1
88,79,1,2,0,1,-0.555919587612152,NA
88,80,1,1,1,1,-3.21551489830017,1
88,81,1,1,1,1,-3.65332794189453,1
88,82,1,0,2,1,-3.06889200210571,1
88,83,1,0,1,2,2.537024974823,1
